Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1580,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,23.0,2002,6,1,279,3.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,0.01,2,11,5,1,1,100.0,0.32,0.32,0.00,0.00,25.7,0,0,0,0.0,0.0,0.02,0.0,0.0,111,128,86.7,1633,570,0,0.0,0.1,0.0,0,12,0,0,11,124,3,3,1,0,1,0,0,0,0,0,111,6,3,2,4,0,7,42.9,4,1,1,0,2,8,5,0,2,0.64,2,0,0,0,0,0,0,0.00,155,7,27,106,24,0,155,3,2,66.7,1,33.3,82,410,211,2,3,0,2,2,92,5,2,0,0,8,4,0,1,2,3,0,0,0,15,3,6,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Javier Muñoz,es ESP,"MF,FW",Getafe,es La Liga,30.0,1995,10,3,370,4.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.00,0.08,4,11,20,9,4,44.4,2.19,0.97,0.00,0.00,26.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2,90,131,68.7,1431,384,0,0.1,0.1,-0.1,4,13,4,1,11,128,2,0,0,2,6,1,1,0,0,0,90,5,3,1,4,0,4,50.0,2,3,0,3,3,8,6,0,8,1.95,8,0,0,0,0,0,0,0.00,173,2,23,95,58,7,173,6,4,66.7,2,33.3,84,348,112,4,3,1,9,5,120,20,0,0,0,4,2,0,6,3,3,0,0,0,17,3,6,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Víctor Muñoz,es ESP,"FW,MF",Osasuna,es La Liga,22.0,2003,19,17,1391,15.5,2,1,3,2,0,0,2,0,2.0,2.0,1.1,3.1,0.19,0.20,64,12,104,34,13,38.2,2.20,0.84,0.06,0.15,18.8,0,0,0,2.0,2.0,0.06,0.0,0.0,259,363,71.3,3289,559,1,1.1,1.1,-0.1,12,7,11,6,12,348,12,0,1,0,51,2,0,0,0,0,259,13,9,6,4,3,17,23.5,13,10,0,10,4,17,15,0,33,2.14,18,1,9,2,3,0,3,0.19,586,9,65,229,314,54,586,98,35,35.7,53,54.1,406,3503,1790,64,45,29,44,36,428,104,2,0,0,15,26,1,51,4,9,0,0,0,51,5,18,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Arijanet Muric,xk KVX,GK,Sassuolo,it Serie A,27.0,1998,19,19,1710,19.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,472,691,68.3,13381,9459,0,0.0,0.0,0.0,0,12,0,0,0,495,194,73,1,0,0,0,0,0,0,0,472,0,0,0,0,0,1,0.0,1,0,0,0,0,0,14,1,5,0.26,3,2,0,0,0,0,0,0.00,751,581,729,21,1,1,751,0,0,,0,,434,2130,1212,0,0,0,0,0,325,0,4,0,0,1,3,0,0,0,0,0,1,0,34,9,0,100.0,25,1.32,97,74,78.4,6,5,8,4,21.1,4,4,0,0,27.8,0.26,+4.8,+0.25,111,310,35.8,568,101,40.1,34.8,296,46,15.5,15,0.79,12.2
1584,Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,23.0,2002,15,15,1279,14.2,1,0,1,1,0,0,3,0,0.5,0.5,0.2,0.7,0.07,0.05,5,61,2,7,4,57.1,0.49,0.28,0.14,0.25,20.1,1,0,0,0.5,0.5,0.07,+0.5,+0.5,599,717,83.5,12085,5138,0,0.2,0.4,-0.2,4,68,2,0,61,672,45,28,2,9,2,2,0,0,0,0,599,25,17,14,9,2,14,85.7,2,25,16,9,23,48,77,1,17,1.20,14,1,0,1,0,1,1,0.07,891,140,446,407,45,8,891,12,8,66.7,4,33.3,460,1872,1027,5,6,0,6,6,510,2,3,0,0,14,6,0,2,23,17,0,0,1,65,18,14,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,31.0,1994,18,17,1447,16.1,11,0,11,8,3,3,1,1,7.3,5.0,0.3,5.3,0.50,0.47,13,19,63,46,22,47.8,2.86,1.37,0.17,0.36,14.2,0,3,3,7.3,5.0,0.11,+3.7,+3.0,210,325,64.6,3132,493,0,0.3,0.5,-0.3,7,17,4,1,19,317,6,1,1,0,1,0,0,0,0,0,210,2,2,0,2,0,5,40.0,3,4,1,3,1,3,33,0,18,1.12,11,0,3,3,1,0,2,0.12,514,33,54,265,202,77,511,21,10,47.6,8,38.1,257,972,306,13,9,7,47,22,399,63,1,1,0,15,33,10,1,1,2,1,0,0,36,73,53,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,30.0,1995,18,12,1010,11.2,2,1,3,2,0,0,0,0,2.8,2.8,3.5,6.3,0.27,0.56,30,36,128,33,10,30.3,2.94,0.89,0.06,0.20,20.1,0,0,0,2.8,2.8,0.09,-0.8,-0.8,261,418,62.4,4361,1570,1,3.5,2.4,-2.5,17,26,32,16,36,398,16,1,4,4,90,11,4,3,1,0,261,7,5,1,3,3,21,28.6,15,19,1,18,1,8,9,0,43,3.84,34,0,5,4,0,0,4,0.36,538,17,54,174,317,38,538,28,15,53.6,12,42.9,341,1816,817,30,15,10,18,9,398,128,0,0,0,2,6,5,90,1,5,0,0,0,26,5,7,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Yunus Musah,us USA,"MF,DF",Atalanta,it Serie A,23.0,2002,11,1,298,3.3,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0.00,0.07,9,11,14,3,0,0.0,0.91,0.00,0.00,,15.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,145,165,87.9,2385,430,0,0.0,0.1,0.0,0,13,3,3,11,159,6,2,0,1,7,3,0,0,0,0,145,6,3,2,1,3,5,60.0,2,5,1,4,2,8,4,0,10,3.02,6,0,2,0,1,1,0,0.00,206,8,35,106,70,3,206,14,7,50.0,3,21.4,141,879,406,9,8,2,8,6,157,14,1,0,0,4,11,2,7,2,3,0,0,0,22,3,7,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Yunus Musah,us USA,DF,Milan,it Serie A,23.0,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0.00,0.36,4,4,8,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,35,42,83.3,529,95,0,0.4,0.3,-0.4,2,1,3,0,4,40,2,1,0,0,1,1,0,0,0,0,35,1,1,1,0,0,0,,0,1,1,0,0,1,0,0,4,4.00,4,0,0,0,0,0,0,0.00,46,1,7,18,21,2,46,6,2,33.3,2,33.3,31,212,92,4,1,0,0,0,38,8,0,0,0,2,2,1,1,0,1,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,Almoatasem Al Musrati,ly LBY,MF,Hellas Verona,it Serie A,29.0,1996,9,4,408,4.5,0,1,1,0,0,0,3,0,0.2,0.2,0.3,0.5,0.22,0.11,0,29,1,3,1,33.3,0.66,0.22,0.00,0.00,21.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,179,221,81.0,3591,1026,1,0.3,0.4,+0.7,5,23,3,1,29,219,2,2,1,1,1,0,0,0,0,0,179,7,4,3,4,0,11,36.4,7,7,2,5,3,10,11,0,6,1.32,5,0,0,1,0,0,1,0.22,272,13,78,173,23,0,272,1,0,0.0,1,100.0,133,537,220,0,4,0,5,3,162,1,3,0,0,8,0,1,1,3,4,0,0,0,31,8,8,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Juan Musso,ar ARG,GK,Atlético Madrid,es La Liga,31.0,1994,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,30,31,96.8,751,545,0,0.0,0.0,0.0,0,0,0,0,0,22,9,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,31,29,31,0,0,0,31,0,0,,0,,19,91,66,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0.00,1,1,100.0,1,0,0,1,100.0,0,0,0,0,0.0,0.02,0.0,+0.02,3,4,75.0,23,5,8.7,23.7,22,2,9.1,0,0.00,7.5
1591,Cheveyo Muy,nl NED,FW,Milan,it Serie A,,,2,0,5,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,1.32,1,0,1,1,0,0.0,18.00,0.00,0.00,,13.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,4,0,0,2,2,1,4,0,0,,0,,4,40,28,1,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,31.0,1994,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,398,514,77.4,10732,6937,0,0.0,0.0,0.0,0,3,0,0,1,419,92,47,0,1,0,0,0,0,0,0,398,0,0,0,0,0,1,0.0,1,0,0,0,1,1,6,2,3,0.21,2,1,0,0,0,0,0,0.00,547,413,545,2,0,0,547,1,1,100.0,0,0.0,373,1463,735,0,0,0,1,0,333,0,0,0,0,0,2,0,0,1,0,0,0,0,7,5,0,100.0,21,1.50,46,27,63.0,3,7,4,2,14.3,5,4,0,1,17.4,0.31,-1.6,-0.12,54,144,37.5,466,45,24.2,30.7,242,17,7.0,6,0.43,11.0
1593,Joel Mvuka,no NOR,"DF,MF",Lorient,fr Ligue 1,23.0,2002,14,5,559,6.2,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,0.00,0.14,17,13,42,8,1,12.5,1.29,0.16,0.00,0.00,18.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5,129,171,75.4,1851,372,0,0.4,0.7,-0.4,3,9,5,1,13,159,12,0,0,1,12,12,0,0,0,0,129,22,12,14,6,2,17,76.5,4,0,0,0,7,29,13,1,8,1.29,5,0,2,1,0,0,1,0.16,248,12,68,80,104,13,248,16,5,31.3,9,56.3,139,979,525,17,12,4,8,5,153,42,0,0,0,4,11,1,12,7,12,0,0,0,25,1,8,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Junior Mwanga,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,22.0,2003,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.04,6,24,6,1,0,0.0,0.50,0.00,0.00,,9.6,0,0,0,0.0,0.0,0.02,0.0,0.0,131,145,90.3,2225,672,0,0.1,0.1,-0.1,2,19,2,1,24,131,14,3,0,1,3,11,0,0,0,0,131,8,5,3,4,1,7,71.4,2,3,0,3,1,9,3,0,6,3.00,3,0,1,1,0,1,0,0.00,164,4,26,116,25,1,164,2,1,50.0,1,50.0,83,364,237,6,1,0,3,0,113,6,0,0,0,4,1,0,3,1,5,0,0,0,8,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Junior Mwanga,fr FRA,"MF,DF",Nantes,fr Ligue 1,22.0,2003,13,13,1080,12.0,1,0,1,1,0,0,2,1,1.1,1.1,0.5,1.5,0.08,0.13,15,44,10,7,2,28.6,0.58,0.17,0.14,0.50,13.3,0,0,0,1.1,1.1,0.16,-0.1,-0.1,364,436,83.5,6727,1876,0,0.5,0.7,-0.5,10,27,7,0,44,423,11,9,3,6,3,2,0,0,0,0,364,25,11,11,11,3,19,57.9,8,13,4,9,9,34,16,0,22,1.83,19,1,1,1,0,0,0,0.00,541,29,162,297,89,15,541,16,9,56.3,7,43.8,334,1921,1070,15,11,3,13,7,354,10,2,1,0,14,13,0,3,9,11,0,0,0,46,10,16,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,31.0,1994,13,13,1037,11.5,0,0,0,0,0,0,3,0,0.5,0.5,0.7,1.2,0.00,0.11,11,36,56,4,0,0.0,0.35,0.00,0.00,,13.5,0,0,0,0.5,0.5,0.13,-0.5,-0.5,302,432,69.9,5425,2070,0,0.7,1.3,-0.7,10,21,14,7,36,328,103,4,0,1,44,94,5,0,5,0,302,8,7,8,0,0,13,23.1,10,21,3,18,4,12,23,0,22,1.91,16,3,0,0,3,0,2,0.17,539,20,125,203,216,29,539,10,5,50.0,4,40.0,227,936,410,11,9,3,11,12,280,56,3,0,0,14,17,2,44,4,7,1,0,0,39,6,13,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,26.0,1999,18,18,1615,17.9,0,0,0,0,0,0,4,0,0.2,0.2,0.6,0.8,0.00,0.05,25,84,61,7,1,14.3,0.39,0.06,0.00,0.00,25.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,598,833,71.8,10502,4501,0,0.6,1.3,-0.6,9,62,23,8,84,680,148,9,2,2,50,139,0,0,0,0,598,25,13,9,10,6,32,53.1,15,21,7,14,17,42,90,1,26,1.45,19,5,1,0,0,1,3,0.17,1038,88,326,433,283,15,1038,16,5,31.3,11,68.8,497,1996,1120,25,22,4,15,6,553,61,4,0,0,15,11,0,50,17,13,0,0,0,63,26,25,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Joakim Mæhle,dk DEN,"DF,FW",Wolfsburg,de Bundesliga,28.0,1997,7,5,424,4.7,0,1,1,0,0,0,0,0,0.4,0.4,1.0,1.4,0.21,0.30,7,15,23,6,1,16.7,1.27,0.21,0.00,0.00,25.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4,184,224,82.1,3060,972,1,1.0,1.1,0.0,6,13,2,1,15,196,28,1,3,0,7,27,0,0,0,0,184,12,7,8,4,0,10,70.0,3,10,0,10,11,23,12,1,12,2.55,11,1,0,0,0,0,1,0.21,299,15,129,104,72,11,299,11,1,9.1,10,90.9,158,794,353,7,6,0,12,4,164,23,0,0,0,3,0,0,7,11,7,0,1,0,30,5,2,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,David Møller Wolfe,no NOR,"DF,MF",Wolves,eng Premier League,23.0,2002,14,8,707,7.9,0,2,2,0,0,0,1,0,0.1,0.1,1.6,1.8,0.25,0.22,14,18,36,3,0,0.0,0.38,0.00,0.00,,16.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,185,268,69.0,2904,1176,2,1.6,1.0,+0.4,7,9,5,5,18,213,54,2,0,0,24,50,2,2,0,0,185,5,3,3,2,0,6,50.0,3,4,1,3,5,10,22,0,11,1.40,10,0,0,1,0,0,2,0.25,332,16,84,143,110,18,332,8,5,62.5,3,37.5,162,854,464,14,12,2,9,2,185,36,1,0,0,6,3,0,24,5,3,0,0,0,18,11,5,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Obite N'Dicka,ci CIV,DF,Roma,it Serie A,26.0,1999,15,15,1294,14.4,0,0,0,0,0,0,3,0,1.0,1.0,0.1,1.1,0.00,0.08,8,45,6,10,0,0.0,0.70,0.00,0.00,,11.3,0,0,0,1.0,1.0,0.10,-1.0,-1.0,741,827,89.6,14494,4432,0,0.1,0.2,-0.1,2,41,1,0,45,794,33,31,0,5,1,0,0,0,0,0,741,12,6,6,6,0,11,36.4,7,9,7,2,17,29,57,5,9,0.63,7,0,0,1,0,1,1,0.07,972,87,477,455,48,18,972,9,4,44.4,4,44.4,523,2269,1030,8,13,2,12,4,628,6,3,0,0,18,20,0,1,17,6,0,0,0,70,46,24,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Konan N'dri,ci CIV,"FW,MF",Lecce,it Serie A,25.0,2000,13,0,292,3.2,2,0,2,2,0,0,2,0,0.3,0.3,0.7,1.0,0.62,0.31,19,4,39,11,4,36.4,3.39,1.23,0.18,0.50,21.0,0,0,0,0.3,0.3,0.03,+1.7,+1.7,63,91,69.2,1006,237,0,0.7,0.3,-0.7,4,4,3,1,4,80,10,0,0,2,9,4,5,1,0,0,63,8,3,2,1,5,9,33.3,6,3,0,3,0,8,0,0,13,4.01,5,3,1,1,3,0,1,0.31,162,2,9,52,105,16,162,27,4,14.8,17,63.0,108,958,411,19,14,10,14,8,122,39,2,0,0,6,13,0,9,0,3,0,0,0,17,2,4,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Stanley N'Soki,fr FRA,DF,Union Berlin,de Bundesliga,26.0,1999,2,1,83,0.9,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,1.08,0.04,0,3,0,1,1,100.0,1.08,1.08,1.00,1.00,14.9,0,0,0,0.0,0.0,0.04,+1.0,+1.0,32,42,76.2,674,276,0,0.0,0.0,0.0,0,3,0,0,3,40,2,1,0,0,1,1,0,0,0,0,32,2,2,1,0,1,1,100.0,0,0,0,0,1,3,4,1,1,1.08,0,0,0,0,1,0,0,0.00,56,1,13,36,7,1,56,1,0,0.0,1,100.0,36,92,46,0,0,0,2,1,33,0,0,0,0,0,1,0,1,1,2,0,0,0,3,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Bilal Nadir,ma MAR,"MF,FW",Marseille,fr Ligue 1,22.0,2003,13,3,387,4.3,0,4,4,0,0,0,3,1,0.5,0.5,1.8,2.3,0.93,0.53,13,19,27,6,1,16.7,1.40,0.23,0.00,0.00,18.4,0,0,0,0.5,0.5,0.08,-0.5,-0.5,207,242,85.5,2947,688,4,1.8,1.3,+2.2,8,18,6,1,19,232,7,0,3,1,9,3,3,1,0,0,207,9,5,4,4,1,12,41.7,7,1,1,0,2,11,3,0,19,4.42,15,1,0,1,1,1,8,1.86,281,3,25,136,121,16,281,5,2,40.0,1,20.0,213,1135,692,13,8,7,7,8,230,27,3,1,1,14,4,1,9,2,5,0,0,0,17,1,5,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,20.0,2005,5,0,86,1.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0.00,0.33,1,1,5,3,1,33.3,3.14,1.05,0.00,0.00,21.2,0,0,0,0.3,0.3,0.10,-0.3,-0.3,40,49,81.6,765,160,0,0.0,0.2,0.0,1,2,1,1,1,37,12,1,0,0,3,9,2,0,1,0,40,2,1,2,0,0,3,33.3,2,2,2,0,1,3,6,1,1,1.05,1,0,0,0,0,0,0,0.00,66,8,29,19,19,1,66,2,2,100.0,0,0.0,26,180,57,1,0,0,2,0,30,5,1,0,0,3,1,0,3,1,1,0,1,0,3,2,1,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Younes Namli,dk DEN,"FW,MF",Le Havre,fr Ligue 1,31.0,1994,12,3,327,3.6,0,1,1,0,0,0,2,0,0.1,0.1,0.3,0.5,0.28,0.14,8,10,25,4,0,0.0,1.10,0.00,0.00,,23.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,86,135,63.7,1510,395,1,0.3,0.6,+0.7,3,4,4,2,10,121,14,6,0,0,21,1,7,3,4,0,86,9,5,3,4,2,11,54.5,5,3,0,3,6,15,5,0,7,1.92,5,1,0,0,1,0,1,0.27,177,2,29,75,77,8,177,6,5,83.3,1,16.7,97,689,255,8,10,1,9,5,96,25,2,0,0,8,4,2,21,6,5,0,0,0,26,3,7,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Sebastian Nanasi,se SWE,MF,Strasbourg,fr Ligue 1,23.0,2002,7,4,334,3.7,2,1,3,2,0,0,0,0,1.5,1.5,1.6,3.1,0.81,0.83,10,21,32,6,3,50.0,1.62,0.81,0.33,0.67,10.0,0,0,0,1.5,1.5,0.24,+0.5,+0.5,141,167,84.4,1829,384,1,1.6,0.5,-0.6,9,13,6,0,21,157,9,0,3,0,5,4,4,0,3,0,141,4,2,1,2,1,6,16.7,5,1,0,1,4,8,4,0,16,4.31,13,1,0,2,0,0,1,0.27,195,2,17,110,71,16,195,2,1,50.0,1,50.0,117,498,297,10,8,3,6,0,147,32,0,0,0,3,1,0,5,4,2,0,0,0,11,2,5,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Nikolas Nartey,dk DEN,"MF,FW",Stuttgart,de Bundesliga,25.0,2000,14,7,580,6.4,0,0,0,0,0,0,1,0,0.3,0.3,1.4,1.7,0.00,0.27,3,19,30,8,2,25.0,1.24,0.31,0.00,0.00,16.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,212,259,81.9,3052,755,0,1.4,1.5,-1.4,10,15,7,1,19,247,12,4,0,0,11,3,3,3,0,0,212,7,5,2,4,1,5,40.0,3,7,1,6,7,14,9,0,20,3.10,14,2,1,2,1,0,2,0.31,339,7,48,166,128,24,339,15,8,53.3,6,40.0,172,816,293,3,4,2,15,8,237,30,1,0,0,7,12,1,11,7,5,0,0,0,19,20,12,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Natan,br BRA,DF,Betis,es La Liga,24.0,2001,18,18,1565,17.4,0,0,0,0,0,0,4,0,0.3,0.3,0.3,0.6,0.00,0.03,6,32,1,8,1,12.5,0.46,0.06,0.00,0.00,19.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,709,813,87.2,13014,4015,0,0.3,0.1,-0.3,5,38,0,0,32,766,46,25,1,7,1,5,0,0,0,0,709,15,6,9,5,1,15,53.3,7,17,10,7,21,36,142,1,7,0.40,7,0,0,0,0,0,0,0.00,1040,149,600,415,30,11,1040,3,2,66.7,1,33.3,580,2974,1405,6,4,0,10,3,627,1,4,0,0,11,8,0,1,21,6,0,0,0,58,49,34,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Pau Navarro,es ESP,DF,Villarreal,es La Liga,20.0,2005,7,7,597,6.6,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,0.00,0.05,3,17,1,1,1,100.0,0.15,0.15,0.00,0.00,25.1,0,0,0,0.0,0.0,0.02,0.0,0.0,295,348,84.8,5136,1758,0,0.3,0.1,-0.3,2,27,1,1,17,301,45,7,0,1,2,38,0,0,0,0,295,28,14,13,10,5,33,63.6,12,13,7,6,3,31,27,1,4,0.60,2,1,0,0,1,0,0,0.00,431,35,178,214,42,0,431,4,3,75.0,1,25.0,205,703,377,3,1,0,5,1,242,1,2,0,0,18,6,1,2,3,14,0,0,0,21,11,11,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Roberto Navarro,es ESP,"FW,MF",Athletic Club,es La Liga,23.0,2002,15,5,571,6.3,3,1,4,3,0,0,1,0,2.3,2.3,0.9,3.2,0.63,0.50,23,17,43,10,4,40.0,1.58,0.63,0.30,0.75,12.1,0,0,0,2.3,2.3,0.23,+0.7,+0.7,162,218,74.3,2117,605,1,0.9,0.9,+0.1,11,10,9,2,17,208,10,2,2,0,26,4,4,2,2,0,162,5,3,1,4,0,4,50.0,2,6,1,5,3,8,7,0,25,3.93,19,2,1,2,1,0,2,0.31,311,10,30,131,153,25,311,29,9,31.0,12,41.4,200,1110,614,23,16,11,21,15,239,43,1,0,0,10,10,1,26,3,3,0,0,0,22,3,18,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,Corrie Ndaba,ie IRL,DF,Lecce,it Serie A,26.0,1999,7,2,244,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.05,0,12,2,2,0,0.0,0.74,0.00,0.00,,21.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,87,104,83.7,1514,607,0,0.0,0.0,0.0,1,3,1,0,12,84,20,2,0,0,1,17,0,0,0,0,87,2,1,1,1,0,3,33.3,2,2,1,1,1,3,22,0,5,1.84,3,0,0,2,0,0,0,0.00,137,17,50,68,21,1,137,3,3,100.0,0,0.0,49,175,60,0,0,0,2,0,68,2,0,0,0,1,0,0,1,1,1,0,0,0,6,5,6,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Michel Ndary Adopo,fr FRA,MF,Cagliari,it Serie A,25.0,2000,19,15,1458,16.2,1,1,2,1,0,0,1,0,0.7,0.7,1.2,1.9,0.12,0.12,17,55,36,12,6,50.0,0.74,0.37,0.08,0.17,18.0,0,0,0,0.7,0.7,0.06,+0.3,+0.3,423,521,81.2,6184,1840,1,1.2,0.3,-0.2,14,37,6,2,55,514,6,5,0,1,10,1,0,0,0,0,423,19,11,15,2,2,16,43.8,9,6,3,3,13,32,22,4,25,1.54,23,0,1,1,0,0,2,0.12,646,36,154,359,142,19,646,19,8,42.1,10,52.6,350,1519,784,17,9,1,17,17,415,36,1,0,0,18,8,1,10,13,11,0,1,0,75,14,19,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
